gene_id	F1_FPKM	F2_FPKM	F3_FPKM	M1_FPKM	M2_FPKM	M3_FPKM	female_fpkm_mean	male_fpkm_mean	log2FoldChange	pvalue	padj	female_sq	male_sq	SPM	diff_exp	category
Dcitr08g01510.1	11.98	8.44	12.65	8.08	10.71	6.59	11.98	8.08	-0.3857301	0.2250954	0.488399	143.5204	65.2864	0.6873359	no	unbiased
Dcitr08g01520.1	32.66	26.39	27.96	29.99	19.42	20.95	32.66	29.99	-0.304321	0.2185569	0.4797506	1066.676	899.4001	0.5425405	no	unbiased
Dcitr08g01530.1	6.89	9.76	8.44	8.77	9.79	4.6	6.89	8.77	-0.09882918	0.827529	0.9312233	47.4721	76.9129	0.3816545	no	unbiased
Dcitr08g01540.1	95.84	96.56	84.11	91.07	74.53	90.7	95.84	91.07	-0.1014169	0.5248434	0.7706018	9185.306	8293.745	0.5255037	no	unbiased
Dcitr08g01550.1	8.02	9.87	9.37	9.17	3.99	4.25	8.02	9.17	-0.6511229	0.09402785	0.2781652	64.3204	84.0889	0.4333987	no	unbiased
Dcitr08g01560.1	7.89	6.43	7.49	4.16	4.32	8.44	7.89	4.16	-0.3449733	0.4459679	0.7111535	62.2521	17.3056	0.7824774	no	unbiased
Dcitr08g01570.1	20.6	20.17	18.68	11	14.05	11.77	20.6	11	-0.682317	0.0008217435	0.005788115	424.36	121	0.7781282	no	unbiased
Dcitr08g01580.1	5.81	2.93	6.02	3.93	5.14	3.88	5.81	3.93	-0.1844753	0.6717783	0.8574967	33.7561	15.4449	0.6860856	no	unbiased
Dcitr08g01590.1	16.94	8.65	13.96	14.12	9.03	11.54	16.94	14.12	-0.1827339	0.5402105	0.7807107	286.9636	199.3744	0.5900497	no	unbiased
Dcitr08g01600.1	16.66	22.23	18.24	10.1	13.55	13.49	16.66	10.1	-0.6097176	0.007607742	0.04050609	277.5556	102.01	0.7312454	no	unbiased
Dcitr08g01610.1	155.05	177.28	134.54	100.16	117.14	92.31	155.05	100.16	-0.5847455	2.523919e-05	0.0002355215	24040.5	10032.03	0.7055685	no	unbiased
Dcitr08g01620.1	49.67	35.78	34.15	36.96	35.93	38.45	49.67	36.96	-0.08827136	0.5875451	0.8104048	2467.109	1366.042	0.6436243	no	unbiased
Dcitr08g01630.1	33.36	35.72	35.18	39.15	28.83	32.45	33.36	39.15	-0.04972574	0.7730105	0.9073041	1112.89	1532.722	0.4206549	no	unbiased
Dcitr08g01640.1	9.35	10.85	9.98	6.93	7.41	7.47	9.35	6.93	-0.4639332	0.06339569	0.2136893	87.4225	48.0249	0.6454351	no	unbiased
Dcitr08g01650.1	13.56	15.43	13.25	10.23	12.64	9.55	13.56	10.23	-0.3715006	0.09438581	0.2788437	183.8736	104.6529	0.637285	no	unbiased
Dcitr08g01660.1	158.26	132.51	129.39	126.42	121.02	98.2	158.26	126.42	-0.2751718	0.1169557	0.3234984	25046.23	15982.02	0.6104631	no	unbiased
Dcitr08g01680.1	32.23	35.16	30.54	24.18	27.27	22.5	32.23	24.18	-0.3999062	0.05530568	0.1935699	1038.773	584.6724	0.639857	no	unbiased
Dcitr08g01710.1	4.62	4.98	1.2	4.53	3.08	4.11	4.62	4.53	0.1163512	0.8247277	0.930095	21.3444	20.5209	0.5098351	no	unbiased
Dcitr08g01720.1	2.67	3.53	2.76	1.3	5.93	3.14	2.67	1.3	0.2282704	0.7262397	0.8872185	7.1289	1.69	0.8083661	no	unbiased
Dcitr08g01730.1	9.98	15.96	8.4	4.13	4.94	3.8	9.98	4.13	-1.418837	0.01735484	0.07998482	99.6004	17.0569	0.8537863	no	unbiased
Dcitr08g01740.1	55.48	47.63	49.2	47.53	52.61	51.88	55.48	47.53	0.008432501	0.9535513	0.9820368	3078.03	2259.101	0.57672	no	unbiased
Dcitr08g01750.1	133.89	109.79	98	78.46	90.13	74.15	133.89	78.46	-0.4819857	0.00116452	0.007919763	17926.53	6155.972	0.7443799	no	unbiased
Dcitr08g01760.1	224.3	265.84	321.16	307.66	270.81	325.44	224.3	307.66	0.1593105	0.3114701	0.5888279	50310.49	94654.68	0.3470523	no	unbiased
Dcitr08g01770.1	218.88	277.15	297.6	288.26	248.79	329.25	218.88	288.26	0.1304697	0.4126507	0.6827634	47908.45	83093.83	0.365707	no	unbiased
Dcitr08g01780.1	56.14	54.77	40.3	51.61	51.84	51.02	56.14	51.61	0.04070769	0.7863006	0.9146852	3151.7	2663.592	0.5419676	no	unbiased
Dcitr08g01810.1	6.99	10.51	5.57	4.54	6.89	3.84	6.99	4.54	-0.5976052	0.2099132	0.4683244	48.8601	20.6116	0.7033094	no	unbiased
Dcitr08g01820.1	11.14	19.99	16.88	9.58	10.2	10.2	11.14	9.58	-0.6787717	0.02419544	0.1038705	124.0996	91.7764	0.5748652	no	unbiased
Dcitr08g01830.1	70.8	79.53	76.21	84.76	58.3	70.2	70.8	84.76	-0.08353866	0.6253036	0.8309674	5012.64	7184.258	0.4109766	no	unbiased
Dcitr08g01840.1	227.49	215.46	243.48	176.56	173.62	179.84	227.49	176.56	-0.3657753	0.002940723	0.01797012	51751.7	31173.43	0.6240774	no	unbiased
Dcitr08g01860.1	4.02	1.72	3.15	0.61	1.48	1.84	4.02	0.61	-1.124376	0.02090014	0.09287206	16.1604	0.3721	0.9774928	no	unbiased
Dcitr08g01900.1	4.5	1.01	3	2.17	2.62	2.09	4.5	2.17	-0.2778908	0.5965207	0.8164334	20.25	4.7089	0.8113338	no	unbiased
Dcitr08g01910.1	69.22	142.62	55.34	72.08	26.01	33.29	69.22	72.08	-1.016246	0.09206925	0.2744634	4791.408	5195.526	0.4797677	no	unbiased
Dcitr08g01930.1	72.14	62.33	60.36	60.62	65.15	59.2	72.14	60.62	-0.06503954	0.6123764	0.824606	5204.18	3674.784	0.5861246	no	unbiased
Dcitr08g01960.1	91.5	88.22	91.79	61.98	78.9	63.08	91.5	61.98	-0.4043897	0.008265444	0.04333858	8372.25	3841.52	0.6854763	no	unbiased
Dcitr08g01970.1	7.02	5.49	5.75	5.13	4.67	3.39	7.02	5.13	-0.4701704	0.2202969	0.4817001	49.2804	26.3169	0.6518804	no	unbiased
Dcitr08g01980.1	31.53	30.8	40.52	43.63	36.42	37.1	31.53	43.63	0.1920669	0.4341939	0.7004785	994.1409	1903.577	0.3430772	no	unbiased
Dcitr08g01990.1	25.1	21.99	27.11	13.2	18.33	16.01	25.1	13.2	-0.6313617	0.0001722961	0.001404972	630.01	174.24	0.7833509	no	unbiased
Dcitr08g02000.1	7.82	9.06	8.36	6.25	5.1	3.21	7.82	6.25	-0.7960304	0.01716151	0.0794448	61.1524	39.0625	0.6102127	no	unbiased
Dcitr08g02010.1	7.97	7.91	7.05	7.22	5.87	5.34	7.97	7.22	-0.3257308	0.2789193	0.5530703	63.5209	52.1284	0.5492545	no	unbiased
Dcitr08g02020.1	10.3	9.44	9.74	8.97	10.58	8.7	10.3	8.97	-0.05274612	0.8368684	0.9346989	106.09	80.4609	0.568692	no	unbiased
Dcitr08g02030.1	0.89	2.63	0.91	1.46	2.87	4.17	0.89	1.46	0.9417608	0.1814807	0.427717	0.7921	2.1316	0.2709238	no	unbiased
Dcitr08g02040.1	33.89	34.7	0	0	7.25	30.28	33.89	0	-0.8368514	0.7508712	0.8978857	1148.532	0	1	no	unbiased
Dcitr08g02050.1	2.18	4.96	2.16	1.43	1.1	1.78	2.18	1.43	-1.10132	0.1066932	0.3038479	4.7524	2.0449	0.69916	no	unbiased
Dcitr08g02060.1	37.02	36.51	23.6	27.24	22.92	25.69	37.02	27.24	-0.3476427	0.1075774	0.3056573	1370.48	742.0176	0.6487487	no	unbiased
Dcitr08g02070.1	0	10.22	0	0	0	20.48	0	0	0.9945716	NA	NA	0	0	NA	no	unbiased
Dcitr08g02090.1	6.48	31.15	24.19	51.63	20.23	7.72	6.48	51.63	0.3489903	0.705019	0.8757213	41.9904	2665.657	0.01550808	no	unbiased
Dcitr08g02100.1	76.32	89.63	86.09	64.23	68.42	59.03	76.32	64.23	-0.3905985	0.008469999	0.04413147	5824.742	4125.493	0.5853874	no	unbiased
Dcitr08g02110.1	1.33	3.35	4.74	2.63	4.15	4.46	1.33	2.63	0.3167749	0.6167696	0.8267591	1.7689	6.9169	0.2036542	no	unbiased
Dcitr08g02120.1	0	12.14	45.62	32.67	16.46	35.69	0	32.67	0.5275873	0.7547906	0.8993135	0	1067.329	0	no	unbiased
Dcitr08g02130.1	54.23	37.36	60.94	51.44	47.28	20.87	54.23	51.44	-0.347767	0.2018988	0.4562721	2940.893	2646.074	0.5263846	no	unbiased
Dcitr08g02140.1	43.4	55.14	53.34	28.3	47.83	40.39	43.4	28.3	-0.3754092	0.05679531	0.1969507	1883.56	800.89	0.7016558	no	unbiased
Dcitr08g02150.1	22.62	20.98	22.75	17.9	20.98	17.85	22.62	17.9	-0.2181737	0.3281596	0.6069688	511.6644	320.41	0.6149263	no	unbiased
Dcitr08g02170.1	197.19	179.11	160.69	105.94	115.73	105.47	197.19	105.94	-0.7049286	6.982724e-09	9.859225e-08	38883.9	11223.28	0.7760145	no	unbiased
Dcitr08g02180.1	1.51	1.53	1.57	2.45	0.57	1.21	1.51	2.45	-0.2000577	0.7528319	0.898554	2.2801	6.0025	0.275288	no	unbiased
Dcitr08g02220.1	30.01	32.35	29.6	28.98	22.74	26.27	30.01	28.98	-0.2327207	0.15105	0.3808781	900.6001	839.8404	0.5174553	no	unbiased
Dcitr08g02250.1	6.52	5.53	5.47	4.75	5.32	14.66	6.52	4.75	0.5481797	0.3696596	0.6452765	42.5104	22.5625	0.6532735	no	unbiased
Dcitr08g02260.1	7.69	5.05	2.67	6.17	1.65	2.89	7.69	6.17	-0.5195884	0.2912185	0.566034	59.1361	38.0689	0.6083648	no	unbiased
Dcitr08g02270.1	16.97	8.11	6.1	6.5	10.31	14.44	16.97	6.5	0.0486126	0.9197889	0.9686686	287.9809	42.25	0.8720592	no	unbiased
Dcitr08g02310.1	7.79	6.33	7.24	4.27	6.53	6.21	7.79	4.27	-0.3034728	0.3244986	0.603439	60.6841	18.2329	0.7689611	no	unbiased
Dcitr08g02350.1	5.05	3.08	3.69	2	4.19	4.73	5.05	2	-0.07382372	0.8233747	0.9296474	25.5025	4	0.8644183	no	unbiased
Dcitr08g02360.1	0.36	1.29	0.91	0.7	1.06	0.79	0.36	0.7	0.03253493	0.9602928	0.9854634	0.1296	0.49	0.2091672	no	unbiased
Dcitr08g02380.1	4.1	5.51	4.43	2.87	3.31	3.5	4.1	2.87	-0.5270846	0.1408736	0.366	16.81	8.2369	0.6711409	no	unbiased
Dcitr08g02400.1	3.81	3.21	1.9	2.93	1.69	1.88	3.81	2.93	-0.4732251	0.1924435	0.4433526	14.5161	8.5849	0.6283754	no	unbiased
Dcitr08g02410.1	7.23	11.62	8.4	8.13	9.12	6.56	7.23	8.13	-0.1994147	0.5404775	0.7807107	52.2729	66.0969	0.4416067	no	unbiased
Dcitr08g02420.1	39.37	37.92	38.79	42.31	42.96	36.48	39.37	42.31	0.07496593	0.6218638	0.8286641	1549.997	1790.136	0.4640524	no	unbiased
Dcitr08g02430.1	3.37	2.5	1.84	2.08	4.99	2.3	3.37	2.08	0.2962072	0.5045614	0.7560272	11.3569	4.3264	0.7241397	no	unbiased
Dcitr08g02450.1	9.07	8.62	7.82	7.83	8.57	10.81	9.07	7.83	0.1089737	0.7104643	0.8792953	82.2649	61.3089	0.5729799	no	unbiased
Dcitr08g02470.1	18.28	14.57	12.27	15.92	13.98	13.03	18.28	15.92	-0.06407706	0.8268855	0.9310671	334.1584	253.4464	0.5686788	no	unbiased
Dcitr08g02480.1	52.47	48.1	38.35	37.86	38.31	35.64	52.47	37.86	-0.3053963	0.1884436	0.4379062	2753.101	1433.38	0.657617	no	unbiased
Dcitr08g02490.1	9.07	9.46	8.25	8.19	7.81	6.03	9.07	8.19	-0.2813599	0.3042511	0.5794978	82.2649	67.0761	0.5508527	no	unbiased
Dcitr08g02500.1	6.5	3.12	4.47	1.34	0.9	2.26	6.5	1.34	-1.564669	0.002338731	0.01475648	42.25	1.7956	0.9592332	yes	female_biased
Dcitr08g02510.1	3.4	4.93	2.95	4.27	3.98	4.26	3.4	4.27	0.1296947	0.7374216	0.89232	11.56	18.2329	0.3880119	no	unbiased
Dcitr08g02520.1	7.96	7.03	4.28	5.29	8.59	4.51	7.96	5.29	-0.05638513	0.8516096	0.9407059	63.3616	27.9841	0.6936462	no	unbiased
Dcitr08g02530.1	2.34	2.82	2.36	1.86	1.37	1.65	2.34	1.86	-0.6018619	0.2330726	0.498134	5.4756	3.4596	0.6128122	no	unbiased
Dcitr08g02580.1	22.62	18.7	16.93	13.6	11.94	13.65	22.62	13.6	-0.5555352	0.01084933	0.05438258	511.6644	184.96	0.7344911	no	unbiased
Dcitr08g02590.1	4.51	4.05	5.24	2.16	1.86	2.31	4.51	2.16	-1.148506	0.01104682	0.0552163	20.3401	4.6656	0.8134185	no	unbiased
Dcitr08g02630.1	8.14	12	10.59	7.48	7.1	5.9	8.14	7.48	-0.5924001	0.1282819	0.3437932	66.2596	55.9504	0.5421782	no	unbiased
Dcitr08g02650.1	10.13	11.37	12.5	10.27	11.07	8.08	10.13	10.27	-0.213819	0.4754138	0.7348059	102.6169	105.4729	0.4931376	no	unbiased
Dcitr08g02660.1	6.31	2.47	2.73	2.47	1.56	2.25	6.31	2.47	-0.8503648	0.196613	0.448477	39.8161	6.1009	0.867132	no	unbiased
Dcitr08g02690.1	23.65	21.1	20.93	17.83	16.06	17.3	23.65	17.83	-0.3508796	0.03221457	0.1288479	559.3225	317.9089	0.6375997	no	unbiased
Dcitr08g02700.1	3.59	2.64	2.46	3.01	2.44	1.84	3.59	3.01	-0.2542284	0.4822227	0.7397856	12.8881	9.0601	0.5872053	no	unbiased
Dcitr08g02710.1	2.21	2.4	3.63	4.94	2.35	2.92	2.21	4.94	0.2821061	0.5454613	0.7844625	4.8841	24.4036	0.1667628	no	unbiased
Dcitr08g02720.1	11.62	10.14	4.17	4.61	1.82	2.38	11.62	4.61	-1.569417	0.0002645541	0.002084686	135.0244	21.2521	0.8640096	yes	female_biased
Dcitr08g02730.1	7.99	7.79	5.25	8.07	7.07	9.04	7.99	8.07	0.2117245	0.443455	0.7091508	63.8401	65.1249	0.4950188	no	unbiased
Dcitr08g02760.1	146.79	113.85	119.44	84.26	103.23	92.61	146.79	84.26	-0.4282144	0.002991819	0.01819278	21547.3	7099.748	0.7521648	no	unbiased
Dcitr08g02780.1	13.03	12.13	9.36	6.92	7.69	7	13.03	6.92	-0.6655058	0.001833208	0.01185614	169.7809	47.8864	0.7800019	no	unbiased
Dcitr08g02790.1	2.21	1.75	3.66	1.17	0.98	1.82	2.21	1.17	-0.9208454	0.03623577	0.1412001	4.8841	1.3689	0.7810811	no	unbiased
Dcitr08g02800.1	6.74	6.27	7.9	6.68	6.27	6.53	6.74	6.68	-0.09690906	0.7181889	0.8833717	45.4276	44.6224	0.5044708	no	unbiased
Dcitr08g02810.1	31.3	33.57	27.87	13.53	13.34	7.33	31.3	13.53	-1.447576	5.971417e-08	7.539294e-07	979.69	183.0609	0.8425622	no	unbiased
Dcitr08g02830.1	13.92	12.48	15.86	10.92	12.81	14.99	13.92	10.92	-0.1105616	0.6234853	0.8293487	193.7664	119.2464	0.6190367	no	unbiased
Dcitr08g02840.1	49.12	42.35	38.3	36.65	48.38	35.76	49.12	36.65	-0.09244283	0.5578055	0.792006	2412.774	1343.222	0.6423792	no	unbiased
Dcitr08g02850.1	17.01	15.71	14.64	11.58	14.49	15.03	17.01	11.58	-0.1919501	0.3836789	0.6574403	289.3401	134.0964	0.683314	no	unbiased
Dcitr08g02870.1	10.58	11.12	12.16	9.89	12.23	9.42	10.58	9.89	-0.09559186	0.6835188	0.8635882	111.9364	97.8121	0.5336696	no	unbiased
Dcitr08g02890.1	73.25	96.9	110.79	77.6	74.07	109.69	73.25	77.6	-0.09735036	0.6405893	0.8395979	5365.562	6021.76	0.4711874	no	unbiased
Dcitr08g02940.1	256.3	248.38	351.79	267.79	253.87	313.18	256.3	267.79	-0.02939001	0.8805862	0.9515455	65689.69	71711.48	0.4780868	no	unbiased
Dcitr08g02950.1	5.42	5.28	5.17	5.78	4.74	4.86	5.42	5.78	-0.04264461	0.8659937	0.9452373	29.3764	33.4084	0.4678903	no	unbiased
Dcitr08g02960.1	11.64	7	6.63	7.92	15.2	5.2	11.64	7.92	0.1933407	0.7431767	0.8947748	135.4896	62.7264	0.6835452	no	unbiased
Dcitr08g02980.1	18.26	15.32	11.11	12.51	19.18	12.49	18.26	12.51	-0.006357129	0.980114	0.9917055	333.4276	156.5001	0.6805649	no	unbiased
Dcitr08g02990.1	4.64	5.88	6.6	2.97	5.02	6.98	4.64	2.97	-0.180489	0.5527636	0.7891808	21.5296	8.8209	0.7093656	no	unbiased
Dcitr08g03000.1	7.03	5.25	5.82	5.12	8.23	10.11	7.03	5.12	0.4023828	0.2352441	0.5001053	49.4209	26.2144	0.6534105	no	unbiased
Dcitr08g03010.1	307.41	274.66	294.81	235.08	234.05	311.24	307.41	235.08	-0.1579205	0.2966671	0.5712856	94500.91	55262.61	0.6310009	no	unbiased
Dcitr08g03020.1	36.87	30.64	32.31	21.21	20.53	19.06	36.87	21.21	-0.7088426	4.108088e-05	0.0003729735	1359.397	449.8641	0.7513548	no	unbiased
Dcitr08g03030.1	31.1	28.49	29.65	14.47	14.28	16.08	31.1	14.47	-0.9826773	3.900708e-05	0.0003549244	967.21	209.3809	0.8220444	no	unbiased
Dcitr08g03100.1	3.89	3.5	2.35	4.45	2.45	3.58	3.89	4.45	0.1262483	0.7006031	0.873888	15.1321	19.8025	0.4331551	no	unbiased
Dcitr08g03110.1	19.41	13.86	20.15	12.6	7.85	12.09	19.41	12.6	-0.6994609	0.01507698	0.07117551	376.7481	158.76	0.7035339	no	unbiased
Dcitr08g03120.1	12.13	12.91	11.83	8.6	10.01	9	12.13	8.6	-0.4096083	0.02064613	0.09190234	147.1369	73.96	0.665486	no	unbiased
Dcitr08g03130.1	47.92	42.02	40.15	40.13	37.8	36.46	47.92	40.13	-0.1768426	0.2020776	0.4565784	2296.326	1610.417	0.5877853	no	unbiased
Dcitr08g03140.1	4.67	3.92	2.78	3.09	2.78	3.73	4.67	3.09	-0.2345069	0.3890959	0.6615293	21.8089	9.5481	0.6955034	no	unbiased
Dcitr08g03150.1	9.53	9.63	9.67	6.81	7.52	11.14	9.53	6.81	-0.1601	0.5620421	0.7949292	90.8209	46.3761	0.6619744	no	unbiased
Dcitr08g03180.1	5.98	7.69	5.25	4.77	4.5	4.77	5.98	4.77	-0.4271113	0.1795352	0.4253123	35.7604	22.7529	0.6111499	no	unbiased
Dcitr08g03220.1	252.94	224.67	205.36	141.1	171.93	143.75	252.94	141.1	-0.5700049	1.621848e-05	0.0001556748	63978.64	19909.21	0.7626687	no	unbiased
Dcitr08g03230.1	80.34	80.67	92.78	33.02	32.77	45.3	80.34	33.02	-1.183211	4.923883e-14	1.311634e-12	6454.516	1090.32	0.8554879	no	unbiased
Dcitr08g03240.1	1.76	1.89	1.46	1.02	1.55	1.61	1.76	1.02	-0.2728364	0.4616229	0.7231102	3.0976	1.0404	0.7485742	no	unbiased
Dcitr08g03260.1	59.8	62.1	57.32	32.99	27.26	26.27	59.8	32.99	-1.046499	7.431948e-11	1.297298e-09	3576.04	1088.34	0.7666699	no	unbiased
Dcitr08g03270.1	36.32	22.03	32.33	21.67	24.24	23.98	36.32	21.67	-0.3636402	0.06518501	0.2178642	1319.142	469.5889	0.7374738	no	unbiased
Dcitr08g03280.1	812.4	1055.09	1045.33	959.67	1020.3	955.13	812.4	959.67	0.01483667	0.9140841	0.9658349	659993.8	920966.5	0.4174638	no	unbiased
Dcitr08g03290.1	421.43	585.38	643.93	692.18	498.58	638.92	421.43	692.18	0.15055	0.3829858	0.6572523	177603.2	479113.2	0.2704413	no	unbiased
Dcitr08g03300.1	3.66	1.39	1.96	1.96	1.24	1.67	3.66	1.96	-0.5167867	0.180173	0.4261724	13.3956	3.8416	0.7771332	no	unbiased
Dcitr08g03310.1	4.3	3.57	4.27	3.01	2.48	4.52	4.3	3.01	-0.2547259	0.3943062	0.6666516	18.49	9.0601	0.6711409	no	unbiased
Dcitr08g03320.1	2.79	2.15	1.99	0.8	2.37	1.75	2.79	0.8	-0.4326968	0.4462949	0.7115835	7.7841	0.64	0.9240275	no	unbiased
Dcitr08g03340.1	1.76	1.85	0.81	2.6	0.74	1.94	1.76	2.6	0.2196196	0.7452658	0.8951755	3.0976	6.76	0.3142347	no	unbiased
Dcitr08g03360.1	64.64	64.53	41.68	58.65	52.75	43.12	64.64	58.65	-0.1413534	0.597261	0.8170332	4178.33	3439.822	0.5484702	no	unbiased
Dcitr08g03370.1	40.91	47.42	38.25	35.84	35.45	35.38	40.91	35.84	-0.2407013	0.1052931	0.3005502	1673.628	1284.506	0.5657716	no	unbiased
Dcitr08g03390.1	1.45	1.12	2.02	0.41	1.29	1.68	1.45	0.41	-0.4331839	0.5023616	0.7546368	2.1025	0.1681	0.9259667	no	unbiased
Dcitr08g03400.1	139.33	145.58	143.05	116.95	124.34	114.29	139.33	116.95	-0.2604996	0.03074218	0.124321	19412.85	13677.3	0.5866655	no	unbiased
Dcitr08g03410.1	7.64	8.75	8.22	6.28	9.1	6.84	7.64	6.28	-0.1394471	0.6001596	0.8181517	58.3696	39.4384	0.5967774	no	unbiased
Dcitr08g03420.1	3.61	5.69	4.01	2.12	3.81	4.45	3.61	2.12	-0.3479064	0.2900597	0.565035	13.0321	4.4944	0.7435655	no	unbiased
Dcitr08g03430.1	17.15	21.64	21.53	18.26	19.8	20.37	17.15	18.26	-0.04133039	0.8239987	0.9298644	294.1225	333.4276	0.4686837	no	unbiased
Dcitr08g03440.1	14.38	11.68	12.05	13.1	9.67	12.59	14.38	13.1	-0.100259	0.6223683	0.8289561	206.7844	171.61	0.5464785	no	unbiased
Dcitr08g03450.1	4.82	20.59	10.01	6.86	6.08	7.35	4.82	6.86	-0.814602	0.1842966	0.4315669	23.2324	47.0596	0.3305127	no	unbiased
Dcitr08g03460.1	17.79	15.11	12.25	14.57	11.83	9.49	17.79	14.57	-0.3324461	0.3318423	0.6108713	316.4841	212.2849	0.59853	no	unbiased
Dcitr08g03470.1	16.12	17.87	13.43	14.85	14.11	9.42	16.12	14.85	-0.3064807	0.1965438	0.448477	259.8544	220.5225	0.5409386	no	unbiased
Dcitr08g03490.1	19.23	9.21	7.93	12.41	14.09	14.15	19.23	12.41	0.1843507	0.5762477	0.8041216	369.7929	154.0081	0.7059798	no	unbiased
Dcitr08g03510.1	11.03	9.15	8.32	4.66	4.51	5.82	11.03	4.66	-0.9082968	0.0008038286	0.005681274	121.6609	21.7156	0.8485414	no	unbiased
Dcitr08g03540.1	12.35	12.57	11.98	11.13	12.11	12.99	12.35	11.13	-0.01480159	0.9331807	0.9732526	152.5225	123.8769	0.5518192	no	unbiased
Dcitr08g03550.1	9.52	10.53	10.25	6.75	10.99	8.05	9.52	6.75	-0.2218849	0.378839	0.653296	90.6304	45.5625	0.6654561	no	unbiased
Dcitr08g03570.1	7.77	10.14	15.01	7.99	8.16	10.61	7.77	7.99	-0.286136	0.5483512	0.7863578	60.3729	63.8401	0.4860433	no	unbiased
Dcitr08g03580.1	1.62	1.51	1.17	1.77	0.98	2.43	1.62	1.77	0.2881688	0.6578418	0.850289	2.6244	3.1329	0.4558387	no	unbiased
Dcitr08g03590.1	4.04	1.75	2.77	1.36	2.41	1.87	4.04	1.36	-0.57399	0.2099879	0.4683244	16.3216	1.8496	0.8982126	no	unbiased
Dcitr08g03600.1	5.59	5.23	5.82	5.33	3.73	4.94	5.59	5.33	-0.2443867	0.3351106	0.614155	31.2481	28.4089	0.523796	no	unbiased
Dcitr08g03620.1	16.25	11.54	12.68	11.56	14.06	11.25	16.25	11.56	-0.1210005	0.6684325	0.8553372	264.0625	133.6336	0.6639806	no	unbiased
Dcitr08g03660.1	60.44	56.59	45.74	38.3	43.02	38.32	60.44	38.3	-0.4334981	0.0008182391	0.00576904	3652.994	1466.89	0.7134915	no	unbiased
Dcitr08g03680.1	4207.94	4129.35	4568.21	3423.28	3589.45	3473.98	4207.94	3423.28	-0.2930908	0.006952503	0.03766369	17706759	11718846	0.6017466	no	unbiased
Dcitr08g03690.1	14.31	10.21	10.51	10.15	11.03	9.15	14.31	10.15	-0.1956879	0.2650354	0.5364375	204.7761	103.0225	0.6652925	no	unbiased
Dcitr08g03710.1	20.72	9.83	13.15	7.27	6.72	5.61	20.72	7.27	-1.144706	0.0002474667	0.001961245	429.3184	52.8529	0.8903856	no	unbiased
Dcitr08g03720.1	31.96	29.45	36.93	44.52	33.85	37.81	31.96	44.52	0.2459365	0.5059046	0.7568446	1021.442	1982.03	0.3400869	no	unbiased
Dcitr08g03740.1	12.28	8.33	10.55	12.57	7.75	8.75	12.28	12.57	-0.1058745	0.7578156	0.9002924	150.7984	158.0049	0.4883316	no	unbiased
Dcitr08g03760.1	10.3	7.43	8.05	7.54	10.87	7.07	10.3	7.54	-0.003220878	0.9935346	0.9969889	106.09	56.8516	0.6510922	no	unbiased
Dcitr08g03770.1	2.15	2.15	0.6	2.14	1.69	3.09	2.15	2.14	0.5084143	0.4438141	0.7093712	4.6225	4.5796	0.502331	no	unbiased
Dcitr08g03790.1	11.58	6.4	12.72	9.8	13.22	8.31	11.58	9.8	0.04340175	0.9349914	0.9739134	134.0964	96.04	0.5826823	no	unbiased
Dcitr08g03800.1	812.18	1048.08	1218.69	853.13	792.61	1064.47	812.18	853.13	-0.1814701	0.2764235	0.5494382	659636.4	727830.8	0.4754248	no	unbiased
Dcitr08g03810.1	5.61	6.48	3.85	5.57	3.46	4.3	5.61	5.57	-0.2618984	0.3750493	0.6497399	31.4721	31.0249	0.5035778	no	unbiased
Dcitr08g03830.1	6.5	7.25	6.38	5.61	5.3	5.78	6.5	5.61	-0.2602382	0.1447325	0.3724394	42.25	31.4721	0.5730982	no	unbiased
Dcitr08g03840.1	100.75	97.54	85.47	80.75	83.11	74.69	100.75	80.75	-0.2425064	0.1156864	0.320989	10150.56	6520.562	0.6088709	no	unbiased
Dcitr08g03850.1	2.41	2.76	2.28	2.17	2.26	2.13	2.41	2.17	-0.1748488	0.5314443	0.7748822	5.8081	4.7089	0.5522582	no	unbiased
Dcitr08g03860.1	14.82	16.3	13.14	10.54	13.04	7.56	14.82	10.54	-0.5053232	0.03305524	0.1313216	219.6324	111.0916	0.6640957	no	unbiased
Dcitr08g03870.1	5.8	3.73	4.66	2.92	3.7	3.14	5.8	2.92	-0.5214112	0.1433437	0.3703244	33.64	8.5264	0.7977916	no	unbiased
Dcitr08g03880.1	21.72	42.92	39.58	31.59	18.64	20.93	21.72	31.59	-0.5544264	0.02716859	0.113037	471.7584	997.9281	0.3209925	no	unbiased
Dcitr08g03890.1	15.27	23.54	8.82	20.04	6.41	12.11	15.27	20.04	-0.3096753	0.4891049	0.7443721	233.1729	401.6016	0.3673319	no	unbiased
Dcitr08g03910.1	32.6	26.08	27.36	19.51	21.78	21.03	32.6	19.51	-0.4528609	0.005413028	0.03044001	1062.76	380.6401	0.7362893	no	unbiased
Dcitr08g03920.1	31.06	18.5	16.61	12.74	18	21.09	31.06	12.74	-0.3272603	0.3882947	0.6610645	964.7236	162.3076	0.8559866	no	unbiased
Dcitr08g03940.1	107.01	94	113.1	84.56	86.33	95.95	107.01	84.56	-0.2266909	0.09261911	0.2753341	11451.14	7150.394	0.6156019	no	unbiased
Dcitr08g03950.1	15.58	15.63	17.85	9.59	16.11	11.58	15.58	9.59	-0.3777352	0.1551603	0.3868555	242.7364	91.9681	0.725226	no	unbiased
