gene_id	F1_FPKM	F2_FPKM	F3_FPKM	M1_FPKM	M2_FPKM	M3_FPKM	female_fpkm_mean	male_fpkm_mean	log2FoldChange	pvalue	padj	female_sq	male_sq	SPM	diff_exp	category
Dcitr00g01040.1	7.35	4.94	4.7	7.23	6.58	6.3	7.35	7.23	0.2544506	0.5379011	0.7794511	54.0225	52.2729	0.508229895178907	no	unbiased
Dcitr00g01050.1	2.65	0.97	4.46	5.14	3.53	0.7	2.65	5.14	0.2328026	0.7401764	0.8931678	7.0225	26.4196	0.209989803271924	no	unbiased
Dcitr00g01080.1	6.28	3.58	3.99	4.26	3.78	4.76	6.28	4.26	-0.08269573	0.8080441	0.9231921	39.4384	18.1476	0.68486090369187	no	unbiased
Dcitr00g01100.1	6.37	7.54	6	3.47	4.38	5.96	6.37	3.47	-0.516961652932326	0.18595719265672	0.43426180865245	40.5769	12.0409	0.771162990470905	no	unbiased
Dcitr00g01130.1	2.24	2.94	0.9	1.8	3.95	2.41	2.24	1.8	0.408246	0.5406587	0.7807907	5.0176	3.24	0.607634179422593	no	unbiased
Dcitr00g01140.1	0.48	1.75	1.68	0.56	2.82	0.83	0.48	0.56	0.07994052	0.9111852	0.9650724	0.2304	0.3136	0.423529411764706	no	unbiased
Dcitr00g01160.1	3.14	0.71	2.45	5.47	1.38	3.41	3.14	5.47	0.7231112	0.3089956	0.5852197	9.8596	29.9209	0.247850077299179	no	unbiased
Dcitr00g01180.1	5.12	9.05	6.37	1.85	7.21	4.24	5.12	1.85	-0.617833166341879	0.167519083500635	0.406149510710369	26.2144	3.4225	0.884518961159905	no	unbiased
Dcitr00g01190.1	239.4	178.18	178.76	178.84	150.86	142.8	239.4	178.84	-0.325541453737007	0.041675125357703	0.156974197515767	57312.36	31983.7456	0.641823734807982	no	unbiased
Dcitr00g01200.1	8.49	4.25	4.72	4.9	2.85	3.87	8.49	4.9	-0.588531239829019	0.238809906977457	0.504059482227419	72.0801	24.01	0.750130346414459	no	unbiased
Dcitr00g01310.1	13.14	13.14	16.56	11.18	16.9	12.3	13.14	11.18	-0.07106797	0.819659	0.9284935	172.6596	124.9924	0.580072030424791	no	unbiased
Dcitr00g01320.1	9.27	7.81	8.16	5.07	2.43	6.75	9.27	5.07	-0.830066268515992	0.0920104087852252	0.274433492865543	85.9329	25.7049	0.76974734364167	no	unbiased
Dcitr00g01330.1	46.23	43	44.77	39.26	41.23	32.8	46.23	39.26	-0.2400523	0.1609078	0.3944356	2137.2129	1541.3476	0.580991640615942	no	unbiased
Dcitr00g01340.1	18.15	9.61	11.05	8.14	14.26	13.36	18.15	8.14	-0.09116422	0.7738443	0.9077566	329.4225	66.2596	0.832543347298248	no	unbiased
Dcitr00g01350.1	8.57	9.17	9.14	5	9.19	9.99	8.57	5	-0.1332057	0.761118	0.9013721	73.4449	25	0.746050836559334	no	unbiased
Dcitr00g01370.1	5.79	8.24	5.71	6.43	1.79	6.43	5.79	6.43	-0.435735320903741	0.35860285915241	0.636353373219371	33.5241	41.3449	0.447770105116938	no	unbiased
Dcitr00g01380.1	1373.9	1331.02	1373.11	1248.74	1369.25	979.21	1373.9	1248.74	-0.1742197	0.1973807	0.4500629	1887601.21	1559351.5876	0.547614464379749	no	unbiased
Dcitr00g01400.1	488.79	359.59	329.33	297.81	216.66	377.63	488.79	297.81	-0.385681218146249	0.0407430901170217	0.154259454375338	238915.6641	88690.7961	0.729276412785464	no	unbiased
Dcitr00g01410.1	6.61	2.11	4.56	0.9	4.67	0	6.61	0.9	-1.21259459300555	0.151563915268328	0.381409838668015	43.6921	0.81	0.981798611750906	no	unbiased
Dcitr00g01420.1	7.24	9.88	9.09	7.95	8.74	9.03	7.24	7.95	-0.02150849	0.9557884	0.9831985	52.4176	63.2025	0.453360618093221	no	unbiased
Dcitr00g01430.1	5.44	16.06	23.72	22.51	42.18	13.76	5.44	22.51	0.7783542	0.1806881	0.4268215	29.5936	506.7001	0.0551817036075568	no	unbiased
Dcitr00g01440.1	6.66	14.23	12.3	38.55	28.18	38.34	6.66	38.55	1.67121	1.390801e-07	1.702291e-06	44.3556	1486.1025	0.0289819107102638	yes	male_biased
Dcitr00g01450.1	30.26	21.02	23.54	20.19	25.15	20.19	30.26	20.19	-0.1772823	0.3930378	0.6657557	915.6676	407.6361	0.691955746817605	no	unbiased
Dcitr00g01460.1	9.52	7.39	3.82	6.2	10.69	2.67	9.52	6.2	-0.09969907	0.8560124	0.9417862	90.6304	38.44	0.702178036172507	no	unbiased
Dcitr00g01490.1	11.35	11.39	15.93	26.11	15.77	22.13	11.35	26.11	0.7195621	0.04453766	0.1648053	128.8225	681.7321	0.158931304566034	no	unbiased
Dcitr00g01550.1	15.53	14.17	12.99	19.26	13.93	10.96	15.53	19.26	0.03692609	0.8943646	0.9580632	241.1809	370.9476	0.394003710005334	no	unbiased
Dcitr00g01560.1	14.93	11.38	9.62	6.41	13.92	6.15	14.93	6.41	-0.422450076236962	0.268943164392101	0.540805268219113	222.9049	41.0881	0.844359130734527	no	unbiased
Dcitr00g01570.1	56.68	61.16	61.27	36.58	48.49	40.83	56.68	36.58	-0.501186875909152	0.000331384181029145	0.00254505511804005	3212.6224	1338.0964	0.705959331084136	no	unbiased
Dcitr00g01590.1	189.57	186.88	200.45	144.46	160.32	130.96	189.57	144.46	-0.399861190957207	0.00874641629331217	0.0452865133985387	35936.7849	20868.6916	0.632628878661021	no	unbiased
Dcitr00g01610.1	35.85	46.54	39.07	48.11	44.61	39.04	35.85	48.11	0.1165267	0.6047307	0.8202646	1285.2225	2314.5721	0.357026620352172	no	unbiased
Dcitr00g01620.1	4.6	2.89	2.19	4.72	3.45	2.19	4.6	4.72	0.08741685	0.8345269	0.9341011	21.16	22.2784	0.487126597664739	no	unbiased
Dcitr00g01630.1	23.39	17.02	21.23	17.57	9.59	24.5	23.39	17.57	-0.2366709	0.4262296	0.6946457	547.0921	308.7049	0.639277889499496	no	unbiased
Dcitr00g01640.1	17.25	14.78	18.72	12.19	13.06	13.72	17.25	12.19	-0.364735513707068	0.206393279926023	0.462765639945334	297.5625	148.5961	0.666943324638369	no	unbiased
Dcitr00g01650.1	5.88	4.55	4.4	2.4	4.88	3.13	5.88	2.4	-0.494296093568634	0.383666928787403	0.657440284401182	34.5744	5.76	0.857193859335951	no	unbiased
Dcitr00g01670.1	13.15	10.94	10.68	11.36	8.15	8.64	13.15	11.36	-0.301957818958591	0.239461642855311	0.504760796078092	172.9225	129.0496	0.572643962803186	no	unbiased
Dcitr00g01680.1	5.72	5.25	5.88	9.72	9.4	10.82	5.72	9.72	0.8401431	4.779349e-05	0.0004276604	32.7184	94.4784	0.257226596895519	no	unbiased
Dcitr00g01690.1	28.58	33.7	38.8	24.78	27.4	19.52	28.58	24.78	-0.494994812727451	0.0429668254186843	0.160717682420522	816.8164	614.0484	0.570855052133507	no	unbiased
Dcitr00g01710.1	9.35	12.12	8.06	7.07	2.86	8.43	9.35	7.07	-0.676252295982998	0.0752875555027354	0.241258417594745	87.4225	49.9849	0.636228470955713	no	unbiased
Dcitr00g01720.1	9.81	7.09	8.08	8.28	2.07	5.44	9.81	8.28	-0.665493417938606	0.109533328635483	0.30966244685535	96.2361	68.5584	0.583976406979602	no	unbiased
Dcitr00g01730.1	11.6	14.13	7.59	7.23	10.44	11.11	11.6	7.23	-0.1968397	0.6322975	0.8351597	134.56	52.2729	0.720215764996422	no	unbiased
Dcitr00g01740.1	157.68	161.21	129.24	118.18	129.3	125.05	157.68	118.18	-0.2571462	0.06768734	0.224018	24862.9824	13966.5124	0.64031176630194	no	unbiased
Dcitr00g01750.1	13.15	26.28	13.11	14.16	10.53	15.21	13.15	14.16	-0.392145200579282	0.262678964700736	0.533439149441463	172.9225	200.5056	0.46306772307708	no	unbiased
Dcitr00g01760.1	0.24	0	0.33	3.27	4.99	4.12	0.24	3.27	4.518937	7.940313e-12	1.561763e-10	0.0576	10.6929	0.00535789033068229	yes	male_biased
Dcitr00g01790.1	4.56	4.23	7.81	3.44	3.68	9.41	4.56	3.44	0.01416738	0.9750165	0.9904723	20.7936	11.8336	0.637308748528835	no	unbiased
Dcitr00g01800.1	2.12	4.33	0.8	1.9	2.87	0.59	2.12	1.9	-0.460775482645224	0.497205697377063	0.750601522754333	4.4944	3.61	0.554562953457381	no	unbiased
Dcitr00g01810.1	15.07	13.22	12.71	10.4	9.76	9.98	15.07	10.4	-0.439174050567511	0.0985911230049297	0.287166023847496	227.1049	108.16	0.67738943146151	no	unbiased
Dcitr00g01830.1	12.81	13.6	11.16	7.94	10.55	8.18	12.81	7.94	-0.494906965677431	0.159650970275668	0.392458166117545	164.0961	63.0436	0.722445701918247	no	unbiased
Dcitr00g01840.1	559.75	544.86	651.92	617.77	814.22	643.2	559.75	617.77	0.2463228	0.09317098	0.2765053	313320.0625	381639.7729	0.450846288576751	no	unbiased
Dcitr00g01860.1	34.56	29.93	32.98	31.75	30.2	30.58	34.56	31.75	-0.06574145	0.883018	0.953136	1194.3936	1008.0625	0.542300752328276	no	unbiased
Dcitr00g01870.1	7.47	3.03	4.44	2.96	10.34	4.48	7.47	2.96	0.2613907	0.7000112	0.8737343	55.8009	8.7616	0.864292739593417	no	unbiased
Dcitr00g01890.1	16.44	13.7	10.17	10.02	11.14	12.18	16.44	10.02	-0.2629166	0.3415332	0.6201455	270.2736	100.4004	0.729140970232603	no	unbiased
Dcitr00g01900.1	40.12	36.36	41.93	38.42	38.31	47.6	40.12	38.42	0.0818928	0.6274435	0.8323719	1609.6144	1476.0964	0.521634885550519	no	unbiased
Dcitr00g01950.1	10.87	11.85	13.95	10.71	11.13	13.04	10.87	10.71	-0.06114805	0.8336616	0.9339756	118.1569	114.7041	0.50741386492371	no	unbiased
Dcitr00g01960.1	2.79	2.87	5.31	9.42	8.17	6.72	2.79	9.42	1.134657	0.003031702	0.01839025	7.7841	88.7364	0.0806471164156837	no	unbiased
Dcitr00g01990.1	47.52	35.09	52.33	39.43	24.28	28.34	47.52	39.43	-0.546836971073394	0.17533391237825	0.41887761049595	2258.1504	1554.7249	0.592243444206004	no	unbiased
Dcitr00g02010.1	28.13	41.23	21.97	23.46	23.73	28.35	28.13	23.46	-0.2656986	0.3746329	0.649352	791.2969	550.3716	0.589785703398418	no	unbiased
Dcitr00g02020.1	50.64	26.46	0	23.3	18.57	14.3	50.64	23.3	-0.426306232300873	0.81023990058068	0.923829803041508	2564.4096	542.89	0.825285595248041	no	unbiased
Dcitr00g02030.1	51.6	30.28	21.48	33.96	30.67	24.54	51.6	33.96	-0.1956965	0.6083666	0.822168	2662.56	1153.2816	0.697764812879025	no	unbiased
Dcitr00g02040.1	192.02	221.53	189.07	144.45	170.38	136.46	192.02	144.45	-0.412838011086207	0.00908514825456118	0.0468254879515609	36871.6804	20865.8025	0.638609072443648	no	unbiased
Dcitr00g02050.1	10	5.26	3.2	6.82	8.17	12.34	10	6.82	0.5977056	0.369601	0.6452765	100	46.5124	0.68253608568285	no	unbiased
Dcitr00g02060.1	184.29	201.75	325.29	314.4	135.71	363.49	184.29	314.4	0.1951948	0.6940758	0.8695917	33962.8041	98847.36	0.25572443442226	no	unbiased
Dcitr00g02070.1	23.76	25.56	20.62	22.33	20.61	21.84	23.76	22.33	-0.103505	0.5663043	0.7976795	564.5376	498.6289	0.53099641495476	no	unbiased
Dcitr00g02110.1	26.29	13.96	19.54	11.39	6.97	12.42	26.29	11.39	-0.941631583625141	0.00101646406422314	0.00704049197557175	691.1641	129.7321	0.841962844997943	no	unbiased
Dcitr00g02120.1	0	0	0	2.7	8.96	6.87	0	2.7	7.17197	4.51086e-08	5.80148e-07	0	7.29	0	yes	male_limited
Dcitr00g02140.1	11.45	23.07	11.54	34.39	22.17	36.59	11.45	34.39	1.009276	0.0008576111	0.006020255	131.1025	1182.6721	0.099790709913253	no	unbiased
Dcitr00g02150.1	8.72	15.69	11.39	6.79	10.06	8.17	8.72	6.79	-0.51527332581083	0.273520893976992	0.545942373609638	76.0384	46.1041	0.622538428474937	no	unbiased
Dcitr00g02160.1	11.6	5.54	7.83	8.43	9.1	14.91	11.6	8.43	0.4023852	0.294906	0.5697654	134.56	71.0649	0.654395455025145	no	unbiased
Dcitr00g02180.1	14.45	17.51	12.14	12.71	14.08	14.94	14.45	12.71	-0.07161144	0.7053728	0.8757885	208.8025	161.5441	0.56380293487236	no	unbiased
Dcitr00g02190.1	16.18	13.11	8.13	14.57	14.96	12.98	16.18	14.57	0.1974973	0.5289322	0.7739784	261.7924	212.2849	0.552214586102309	no	unbiased
Dcitr00g02210.1	27.6	18.26	30.79	24.13	23.12	18.33	27.6	24.13	-0.2160225	0.3738815	0.6491077	761.76	582.2569	0.566778587382346	no	unbiased
Dcitr00g02220.1	49.04	54.97	56.11	51.86	50.2	47.82	49.04	51.86	-0.09091099	0.5747363	0.8030907	2404.9216	2689.4596	0.472073350145058	no	unbiased
Dcitr00g02230.1	23.91	11.71	13.39	10.61	11.4	14.9	23.91	10.61	-0.380919662824602	0.298398828313284	0.573286046160397	571.6881	112.5721	0.835483490052468	no	unbiased
Dcitr00g02240.1	21.89	20.5	18.56	19.68	21.05	16.56	21.89	19.68	-0.08600158	0.6336154	0.8360099	479.1721	387.3024	0.553013504725182	no	unbiased
Dcitr00g02260.1	10.67	8.92	10.34	8.62	10.97	9.46	10.67	8.62	-0.03272493	0.8558016	0.9416928	113.8489	74.3044	0.605085852865722	no	unbiased
Dcitr00g02270.1	15.96	16.92	21.64	14.26	15.09	19.57	15.96	14.26	-0.1416057	0.5888445	0.8108775	254.7216	203.3476	0.556076680117327	no	unbiased
Dcitr00g02280.1	36.28	37.57	35.02	31.71	55.52	36.31	36.28	31.71	0.1941467	0.448361	0.7129543	1316.2384	1005.5241	0.566913454756893	no	unbiased
Dcitr00g02290.1	6.23	3.97	4.54	4.68	3.45	6.06	6.23	4.68	-0.03168364	0.9266216	0.9713109	38.8129	21.9024	0.639260614705025	no	unbiased
Dcitr00g02300.1	6.99	5.2	5.94	7.92	5.57	6.15	6.99	7.92	0.1261325	0.7489077	0.8967384	48.8601	62.7264	0.437867483969835	no	unbiased
Dcitr00g02340.1	14.23	12.36	8.65	14.36	11.41	9.46	14.23	14.36	-0.002758567	0.992528	0.9963009	202.4929	206.2096	0.495453049589861	no	unbiased
Dcitr00g02380.1	0	0	0	18.12	27.76	15.81	0	18.12	7.922813	2.479652e-10	4.108807e-09	0	328.3344	0	yes	male_limited
Dcitr00g02410.1	16.8	26.15	28.92	18.74	15.68	28.5	16.8	18.74	-0.1854767	0.4471114	0.7123321	282.24	351.1876	0.44557578482529	no	unbiased
Dcitr00g02420.1	21.61	51.63	72.39	37.59	39.3	63.93	21.61	37.59	-0.05204243	0.9255406	0.970668	466.9921	1413.0081	0.248400026765955	no	unbiased
Dcitr00g02430.1	11.54	9.15	11.59	11.44	4.53	14.49	11.54	11.44	-0.07109929	0.8352936	0.9344537	133.1716	130.8736	0.504351527692986	no	unbiased
Dcitr00g02470.1	21.11	28.39	26.04	0	0	0.18	21.11	0	-8.38066318078357	4.36059954408196e-12	8.85751242906731e-11	445.6321	0	1	yes	female_limited
Dcitr00g02480.1	20.4	18.39	22.18	15.38	20.05	13.42	20.4	15.38	-0.31107635916224	0.289369485649669	0.564527039336611	416.16	236.5444	0.637593373049117	no	unbiased
Dcitr00g02490.1	22.31	30.47	23.81	45.79	49.91	41.66	22.31	45.79	0.8448405	1.007756e-05	9.95801e-05	497.7361	2096.7241	0.191845725750582	no	unbiased
Dcitr00g02500.1	58.38	49.72	56.82	48.3	63.22	46.6	58.38	48.3	-0.04939047	0.7853801	0.9140371	3408.2244	2332.89	0.59365206169729	no	unbiased
Dcitr00g02510.1	10.69	11.12	12.03	5.51	9.45	7.56	10.69	5.51	-0.566887165891015	0.0841222331210487	0.25926025211456	114.2761	30.3601	0.790093351456966	no	unbiased
Dcitr00g02520.1	12.53	8.28	8.63	14.26	11.3	11.92	12.53	14.26	0.3567938	0.2282975	0.4925082	157.0009	203.3476	0.435691837207592	no	unbiased
Dcitr00g02530.1	8.7	8.78	5.77	7.69	6.68	7.66	8.7	7.69	-0.07377618	0.8313356	0.9325475	75.69	59.1361	0.56138981992359	no	unbiased
Dcitr00g02540.1	7.01	7.37	6.43	8.46	8.31	7.24	7.01	8.46	0.1949303	0.4913138	0.746352	49.1401	71.5716	0.407086471319682	no	unbiased
Dcitr00g02560.1	6.06	5.01	6.24	7.12	8.21	6.19	6.06	7.12	0.3222577	0.3055339	0.5809067	36.7236	50.6944	0.4200919719051	no	unbiased
Dcitr00g02590.1	4.51	5.16	4.33	6.01	5.38	5.36	4.51	6.01	0.2795228	0.3850187	0.6586658	20.3401	36.1201	0.360255542842569	no	unbiased
Dcitr00g02600.1	2.49	2.85	2.08	1.91	2.89	2.64	2.49	1.91	0.0146604	0.9673519	0.9876198	6.2001	3.6481	0.629566824394306	no	unbiased
Dcitr00g02610.1	11.75	12.61	6.87	12.95	15.2	14.98	11.75	12.95	0.4777331	0.2569643	0.5267702	138.0625	167.7025	0.451531404837048	no	unbiased
Dcitr00g02630.1	3.65	5.28	3.29	2.76	4.09	3.54	3.65	2.76	-0.2179245	0.5573464	0.7918977	13.3225	7.6176	0.636219502294641	no	unbiased
Dcitr00g02650.1	9	2.23	5.65	2.74	5.58	4.03	9	2.74	-0.40286791618856	0.408364480826254	0.678451658552525	81	7.5076	0.915175645933231	no	unbiased
Dcitr00g02660.1	6.78	6.28	3.13	10.01	10.27	13.43	6.78	10.01	1.069128	0.001696751	0.01110088	45.9684	100.2001	0.314489099908667	no	unbiased
Dcitr00g02670.1	7.91	4.46	7.95	14.14	8.39	5.82	7.91	14.14	0.4800427	0.399561	0.6704909	62.5681	199.9396	0.238347675134863	no	unbiased
Dcitr00g02700.1	22.26	22.2	23.88	22.18	26.89	14.72	22.26	22.18	-0.0998278	0.7972513	0.918966	495.5076	491.9524	0.501800174184271	no	unbiased
Dcitr00g02720.1	9.22	7.45	4.23	4.7	12.1	17.88	9.22	4.7	0.7405134	0.1016389	0.2931538	85.0084	22.09	0.793741082966692	no	unbiased
Dcitr00g02740.1	25.29	16.79	22.1	21.29	24.62	22.4	25.29	21.29	0.1022859	0.6911118	0.8678053	639.5841	453.2641	0.585245142005999	no	unbiased
Dcitr00g02750.1	4.07	2.33	0	14.2	10.81	0	4.07	14.2	1.982571	0.3877429	0.6605734	16.5649	201.64	0.0759144272195538	no	unbiased
Dcitr00g02760.1	33.99	27	37.18	12.86	29.06	21.39	33.99	12.86	-0.623566647552763	0.0722870997059477	0.23458732846522	1155.3201	165.3796	0.874778800964368	no	unbiased
Dcitr00g02790.1	29.77	22.85	31.62	30.49	27.39	28.16	29.77	30.49	0.04048812	0.8783089	0.9504506	886.2529	929.6401	0.488053481124714	no	unbiased
Dcitr00g02800.1	0	0	0	67.44	53.93	59.39	0	67.44	7.03356	5.798756e-08	7.328754e-07	0	4548.1536	0	yes	male_limited
Dcitr00g02810.1	101.16	65.65	53.87	53.96	70.61	41.91	101.16	53.96	-0.390115228008466	0.0716804492060452	0.233297282111881	10233.3456	2911.6816	0.778495581964258	no	unbiased
Dcitr00g03030.1	2.11	8.32	2.3	1.25	2.71	2.42	2.11	1.25	-1.01148134170552	0.0574858709230578	0.198734580508655	4.4521	1.5625	0.740215475675855	no	unbiased
Dcitr00g03050.1	10.01	6.18	6.87	5.16	4.88	7.64	10.01	5.16	-0.35549826761592	0.368044155474771	0.644440746839359	100.2001	26.6256	0.790061478075816	no	unbiased
Dcitr00g03060.1	11.44	18.49	16.85	11.69	15.24	10.29	11.44	11.69	-0.326789594435421	0.159224577639305	0.391934992677788	130.8736	136.6561	0.489192788688508	no	unbiased
Dcitr00g03070.1	3.71	3.45	5.92	6.84	4.76	4.83	3.71	6.84	0.3257955	0.5225522	0.7682298	13.7641	46.7856	0.22731904534622	no	unbiased
Dcitr00g03110.1	9.74	8.95	9.49	8.62	2.58	2.45	9.74	8.62	-1.07861623468864	0.0242844646740691	0.104072683380481	94.8676	74.3044	0.560776014943371	no	unbiased
Dcitr00g03140.1	42.66	43.23	35.31	23.42	20.64	25.76	42.66	23.42	-0.775974772341342	0.00510096729033141	0.0290005062026125	1819.8756	548.4964	0.76840783458004	no	unbiased
Dcitr00g03150.1	15.72	37.55	37.45	24.75	12.71	25.64	15.72	24.75	-0.548745636514056	0.225386964365902	0.488607443623617	247.1184	612.5625	0.287453635412861	no	unbiased
Dcitr00g03160.1	21.1	19.77	16.02	22.75	22.16	12.71	21.1	22.75	0.01570964	0.9625981	0.9862535	445.21	517.5625	0.462424923852727	no	unbiased
Dcitr00g03240.1	14.08	11.55	8.09	10.76	7.8	8.78	14.08	10.76	-0.295864630716775	0.244652342222093	0.511519578726145	198.2464	115.7776	0.631309708812065	no	unbiased
Dcitr00g03250.1	0	5.74	2.67	6.49	2.2	5.35	0	6.49	0.7442589	0.5932948	0.8137052	0	42.1201	0	no	unbiased
Dcitr00g03260.1	54.78	73.33	81.64	68.6	66.8	57.61	54.78	68.6	-0.1202995	0.6360472	0.8372024	3000.8484	4705.96	0.389376281886027	no	unbiased
Dcitr00g03270.1	3.64	3.79	5.44	13.81	12.7	13.18	3.64	13.81	1.635407	0.0003863704	0.002923923	13.2496	190.7161	0.064959941794135	yes	male_biased
Dcitr00g03280.1	181.27	163.68	159.1	127.52	132.41	117.45	181.27	127.52	-0.409009503689176	0.00129909665350044	0.00872461502521321	32858.8129	16261.3504	0.668947550099045	no	unbiased
Dcitr00g03290.1	11.61	4.49	0.04	8.25	7.76	5.92	11.61	8.25	0.466484	0.7344363	0.8907947	134.7921	68.0625	0.664476427943956	no	unbiased
Dcitr00g03300.1	9.28	6.52	8.65	16.78	19.26	21.74	9.28	16.78	1.261455	1.003647e-10	1.725244e-09	86.1184	281.5684	0.234216730108342	no	unbiased
Dcitr00g03310.1	5.97	10.41	4.72	1.81	2.48	1.26	5.97	1.81	-1.93876818047643	1.48986490185083e-08	2.02749049307792e-07	35.6409	3.2761	0.91581827992908	yes	female_biased
Dcitr00g03320.1	8.09	11.7	13.49	3.91	10.29	4.48	8.09	3.91	-0.825354634884364	0.0432451497505168	0.161321176301071	65.4481	15.2881	0.81064132322304	no	unbiased
Dcitr00g03330.1	29.28	35.34	27.39	22.08	18.38	18.96	29.28	22.08	-0.634738407236074	0.0105743957594558	0.0531977404826131	857.3184	487.5264	0.637485009422649	no	unbiased
Dcitr00g03340.1	49.46	46.39	28.26	34.85	38.76	30.67	49.46	34.85	-0.2400405	0.3018609	0.5769426	2446.2916	1214.5225	0.66823704596199	no	unbiased
Dcitr00g03350.1	3.31	0.51	0	69.77	75.23	62.48	3.31	69.77	5.806614	6.122094e-08	7.713838e-07	10.9561	4867.8529	0.00224565052659368	yes	male_biased
Dcitr00g03360.1	122.56	227.05	165.66	190.47	158.72	152.61	122.56	190.47	-0.0419161	0.8534164	0.9409321	15020.9536	36278.8209	0.292807400157285	no	unbiased
Dcitr00g03370.1	25.89	36.99	52.6	50.08	18.84	39.14	25.89	50.08	-0.09915875	0.8436249	0.937784	670.2921	2508.0064	0.210896522148565	no	unbiased
Dcitr00g03380.1	44.18	62.63	70.25	43.4	33.5	42.76	44.18	43.4	-0.551949640463095	0.192473094799126	0.443352557452107	1951.8724	1883.56	0.508905436581284	no	unbiased
Dcitr00g03410.1	1.87	0.65	1.06	2.18	1.07	1.79	1.87	2.18	0.50326	0.3300344	0.6089885	3.4969	4.7524	0.423902634162899	no	unbiased
Dcitr00g03420.1	15.51	16.14	15.03	15.47	13.22	11.16	15.51	15.47	-0.2298254	0.402223	0.672887	240.5601	239.3209	0.501291153431788	no	unbiased
Dcitr00g03450.1	1.65	1.7	1.56	1.7	1.76	1.99	1.65	1.7	0.138599	0.7002459	0.8737343	2.7225	2.89	0.485077951002227	no	unbiased
Dcitr00g03460.1	7.02	5.66	5.74	8.09	5.15	8.68	7.02	8.09	0.2633113	0.6027938	0.8192416	49.2804	65.4481	0.429539303660381	no	unbiased
Dcitr00g03470.1	23.32	19.01	17.38	20.29	27.79	23.97	23.32	20.29	0.2786926	0.1882241	0.4379062	543.8224	411.6841	0.569145683467355	no	unbiased
Dcitr00g03540.1	25.88	23.47	23.49	18.77	19.19	20.89	25.88	18.77	-0.295420891742556	0.0663123730746159	0.220644198989023	669.7744	352.3129	0.655300579510185	no	unbiased
Dcitr00g03550.1	0.68	1.74	1.41	1.2	1.42	1.96	0.68	1.2	0.2590411	0.6855575	0.8648561	0.4624	1.44	0.243061396131203	no	unbiased
Dcitr00g03560.1	21.33	24.29	21.12	20.21	26.78	25.67	21.33	20.21	0.1332772	0.5589644	0.7927446	454.9689	408.4441	0.526942378676253	no	unbiased
Dcitr00g03580.1	46.33	43.86	32.53	42.35	46.53	32.1	46.33	42.35	-0.01645864	0.94673	0.9783402	2146.4689	1793.5225	0.544790250049784	no	unbiased
Dcitr00g03600.1	78.28	102.9	63.93	56.94	30.84	44.55	78.28	56.94	-0.900686724283332	0.017089081094821	0.0792277121657913	6127.7584	3242.1636	0.653981794085372	no	unbiased
Dcitr00g03610.1	6.26	6.86	5.31	5.85	4.45	3.33	6.26	5.85	-0.446229315419033	0.252809847104167	0.521806587794748	39.1876	34.2225	0.533817553715361	no	unbiased
Dcitr00g03630.1	1.28	2.41	1	1.55	2.61	0.93	1.28	1.55	0.06867636	0.9145021	0.9659176	1.6384	2.4025	0.405454230493207	no	unbiased
Dcitr00g03640.1	5.95	5.53	5.02	3.05	5.33	0	5.95	3.05	-0.948371855202216	0.457581022512402	0.720415840467007	35.4025	9.3025	0.791913656190583	no	unbiased
Dcitr00g03650.1	6.06	2.59	5.96	9.21	10.5	12.55	6.06	9.21	1.173104	0.002997879	0.0182207	36.7236	84.8241	0.302133236581194	no	unbiased
Dcitr00g03660.1	81.2	68.96	63.56	86.48	76.34	84.78	81.2	86.48	0.2224124	0.1930617	0.4441314	6593.44	7478.7904	0.468542641257494	no	unbiased
Dcitr00g03670.1	82.02	82.57	83.03	62.95	74.51	73.59	82.02	62.95	-0.2204674	0.1555296	0.3868976	6727.2804	3962.7025	0.629306937432051	no	unbiased
Dcitr00g03730.1	27.81	10.89	6.61	21.18	20.56	12.7	27.81	21.18	0.2792641	0.6495083	0.8454359	773.3961	448.5924	0.632899654947653	no	unbiased
Dcitr00g03750.1	9.57	7.34	6.1	8.5	4.98	6.38	9.57	8.5	-0.2055392	0.448534	0.7131073	91.5849	72.25	0.559007268903024	no	unbiased
Dcitr00g03770.1	16.69	14.49	12.8	11.38	12.31	9.66	16.69	11.38	-0.392472155271515	0.147239597172972	0.375397741906794	278.5561	129.5044	0.682634315254723	no	unbiased
Dcitr00g03820.1	2.06	4	7.89	12.56	13.47	12.33	2.06	12.56	1.457555	0.0001029248	0.0008779375	4.2436	157.7536	0.0261955144903739	no	unbiased
Dcitr00g03830.1	0	0.67	0	12.82	17.84	11.33	0	12.82	5.818702	3.722439e-13	8.816639e-12	0	164.3524	0	yes	male_limited
Dcitr00g03860.1	25.18	32.49	21.95	13.48	21.7	17.82	25.18	13.48	-0.573717384028918	0.00687874792174779	0.0373293137108928	634.0324	181.7104	0.777245474921752	no	unbiased
Dcitr00g03880.1	89.88	87.99	94.67	97.77	97.82	94.61	89.88	97.77	0.09762776	0.4263807	0.6946457	8078.4144	9558.9729	0.458027839531539	no	unbiased
Dcitr00g03890.1	49.81	42.14	42.56	37.51	39.51	50.06	49.81	37.51	-0.06605168	0.7374327	0.89232	2481.0361	1407.0001	0.638120627580577	no	unbiased
Dcitr00g03900.1	5.78	2.54	8.36	6.34	5	3.87	5.78	6.34	-0.1304797	0.7805426	0.9120906	33.4084	40.1956	0.453893810119015	no	unbiased
