gene_id	chr	male	male_category	female	female_category
Dcitr00g01000.1	DC3.0sc00	0.00727239971521752	Low	0.0061726879458059	Low
Dcitr00g01010.1	DC3.0sc00	0.00493626680603582	Low	0.00452645415191713	Low
Dcitr00g01020.1	DC3.0sc00	0.00235807660460227	Low	0.00303412994560731	Low
Dcitr00g01030.1	DC3.0sc00	0.0165985770167025	Low	0.0105135423247458	Low
Dcitr00g01040.1	DC3.0sc00	0.00645276400039052	Low	0.00585959606745211	Low
Dcitr00g01050.1	DC3.0sc00	0.00606753577786038	Low	0.00624823910265616	Low
Dcitr00g01060.1	DC3.0sc00	0.00738221450018646	Low	0.00923293337917643	Low
Dcitr00g01080.1	DC3.0sc00	0.0049886733950147	Low	0.010974905812937	Low
Dcitr00g01100.1	DC3.0sc00	0.00640047265870726	Low	0.00744725676060396	Low
Dcitr00g01110.1	DC3.0sc00	0	None	0	None
Dcitr00g01120.1	DC3.0sc00	0.00208333333333333	Low	0.00937414427462715	Low
Dcitr00g01130.1	DC3.0sc00	0.00870832497542155	Low	0.00765221472235303	Low
Dcitr00g01140.1	DC3.0sc00	0.00293820369978609	Low	0.00586756254225829	Low
Dcitr00g01150.1	DC3.0sc00	0.00294117647058822	Low	0.00483091787439613	Low
Dcitr00g01160.1	DC3.0sc00	0.0134670099599875	Low	0.020517897379098	Low
Dcitr00g01170.1	DC3.0sc00	0.00784767905060885	Low	0.00299195192951322	Low
Dcitr00g01180.1	DC3.0sc00	0.0208514055993494	Low	0.0278716101612375	Low
Dcitr00g01190.1	DC3.0sc00	0.323092801634622	Medium	0.489724935127685	Medium
Dcitr00g01200.1	DC3.0sc00	0.532397150904016	Medium	0.549580423032445	Medium
Dcitr00g01230.1	DC3.0sc00	0	None	0.0381464798131464	Low
Dcitr00g01250.1	DC3.0sc00	0.00438807406387151	Low	0.00578631196095277	Low
Dcitr00g01260.1	DC3.0sc00	0.00123456790123457	Low	0.00183150183150183	Low
Dcitr00g01270.1	DC3.0sc00	0.013996078232845	Low	0.0149962407275055	Low
Dcitr00g01280.1	DC3.0sc00	0.00726869392990331	Low	0.00630216702902655	Low
Dcitr00g01310.1	DC3.0sc00	0.139744822117472	Low	0.136009264690007	Low
Dcitr00g01320.1	DC3.0sc00	0.181457515928149	Low	0.281250294685265	Low
Dcitr00g01330.1	DC3.0sc00	0.0201342406376803	Low	0.0241530640548425	Low
Dcitr00g01340.1	DC3.0sc00	0.0229822607217846	Low	0.012625265319097	Low
Dcitr00g01350.1	DC3.0sc00	0.158317224870938	Low	0.14061944795818	Low
Dcitr00g01360.1	DC3.0sc00	0.00928814896118668	Low	0.00682506201472828	Low
Dcitr00g01370.1	DC3.0sc00	0.0334171619590106	Low	0.0234450712441585	Low
Dcitr00g01380.1	DC3.0sc00	0.49625772327159	Medium	0.488005561561962	Medium
Dcitr00g01390.1	DC3.0sc00	0.006078691423519	Low	0.00234741784037558	Low
Dcitr00g01410.1	DC3.0sc00	0.0778258928447317	Low	0.0803456629306308	Low
Dcitr00g01420.1	DC3.0sc00	0.0359236848246926	Low	0.0291825355631237	Low
Dcitr00g01430.1	DC3.0sc00	0.0570914152548996	Low	0.0612103569075097	Low
Dcitr00g01440.1	DC3.0sc00	0.009862911556625	Low	0.00674518107052922	Low
Dcitr00g01450.1	DC3.0sc00	0.00629979861658348	Low	0.00733932461873638	Low
Dcitr00g01460.1	DC3.0sc00	0.00721500721500722	Low	0.00225225225225225	Low
Dcitr00g01480.1	DC3.0sc00	0.00671089376144092	Low	0.00822095799971907	Low
Dcitr00g01490.1	DC3.0sc00	0.00752466473803258	Low	0.00796969053979039	Low
Dcitr00g01500.1	DC3.0sc00	0.00707132620529323	Low	0.00465866138558328	Low
Dcitr00g01510.1	DC3.0sc00	0.00466898179342407	Low	0.00442178721359999	Low
Dcitr00g01520.1	DC3.0sc00	0.00565962019282391	Low	0.00601674359951584	Low
Dcitr00g01530.1	DC3.0sc00	0.0907930056155074	Low	0.142001618989964	Low
Dcitr00g01540.1	DC3.0sc00	0.0108434616784567	Low	0.0182565087494665	Low
Dcitr00g01550.1	DC3.0sc00	0.145719602977668	Low	0.123162164636439	Low
Dcitr00g01560.1	DC3.0sc00	0.00516113138459523	Low	0.00530351430859668	Low
Dcitr00g01570.1	DC3.0sc00	0.00893249585343029	Low	0.00925323331677829	Low
Dcitr00g01580.1	DC3.0sc00	0.0125355765930895	Low	0.0121131209867896	Low
Dcitr00g01590.1	DC3.0sc00	0.00452382568500407	Low	0.00475685692746269	Low
Dcitr00g01600.1	DC3.0sc00	0.00241545893719807	Low	0.00873015873015872	Low
Dcitr00g01610.1	DC3.0sc00	0.561127285020106	Medium	0.540267362105758	Medium
Dcitr00g01620.1	DC3.0sc00	0.0295478957050636	Low	0.0277908803011939	Low
Dcitr00g01630.1	DC3.0sc00	0.0345458847776741	Low	0.0409587025978515	Low
Dcitr00g01640.1	DC3.0sc00	0.027602425728028	Low	0.0294702759658462	Low
Dcitr00g01670.1	DC3.0sc00	0.00526036156898458	Low	0.00738282418537711	Low
Dcitr00g01680.1	DC3.0sc00	0.163480980780019	Low	0.137319480406264	Low
Dcitr00g01690.1	DC3.0sc00	0.0614175741866905	Low	0.0534286160657394	Low
Dcitr00g01700.1	DC3.0sc00	0	None	0	None
Dcitr00g01710.1	DC3.0sc00	0.00536342925432678	Low	0.0103665031560605	Low
Dcitr00g01720.1	DC3.0sc00	0.00742043325796517	Low	0.00781472009093492	Low
Dcitr00g01730.1	DC3.0sc00	0.00489160115425684	Low	0.00973997595205089	Low
Dcitr00g01740.1	DC3.0sc00	0.0172476397966594	Low	0.0090909090909091	Low
Dcitr00g01750.1	DC3.0sc00	0.0149328023892484	Low	0.00234741784037558	Low
Dcitr00g01760.1	DC3.0sc00	0.00427063612608371	Low	0.00435148371246735	Low
Dcitr00g01770.1	DC3.0sc00	0.00714745780535255	Low	0.00929901970082615	Low
Dcitr00g01790.1	DC3.0sc00	0.00583074743835934	Low	0.00587557251549932	Low
Dcitr00g01800.1	DC3.0sc00	0.00728517499755152	Low	0.00842494119216096	Low
Dcitr00g01810.1	DC3.0sc00	0.0211879627018899	Low	0.0175860250062709	Low
Dcitr00g01820.1	DC3.0sc00	0.0689333907380002	Low	0.0645740441105788	Low
Dcitr00g01830.1	DC3.0sc00	0.0338569638381668	Low	0.0667019400352733	Low
Dcitr00g01840.1	DC3.0sc00	0.0147667678167741	Low	0.010439191789016	Low
Dcitr00g01850.1	DC3.0sc00	0.197763143719026	Low	0.0693969102792632	Low
Dcitr00g01860.1	DC3.0sc00	0.0129900665835818	Low	0.0138025203441143	Low
Dcitr00g01870.1	DC3.0sc00	0.0262999828646324	Low	0.023182736872779	Low
Dcitr00g01880.1	DC3.0sc00	0.00868924648356862	Low	0.00669243869669032	Low
Dcitr00g01890.1	DC3.0sc00	0.00960302664947868	Low	0.0173288172799018	Low
Dcitr00g01900.1	DC3.0sc00	0.00644593585375875	Low	0.00648801952119413	Low
Dcitr00g01920.1	DC3.0sc00	0.00501638532582503	Low	0.00513781901858351	Low
Dcitr00g01950.1	DC3.0sc00	0.00537640869914909	Low	0.00726730094174237	Low
Dcitr00g01960.1	DC3.0sc00	0.100445941071554	Low	0.0783486557127554	Low
Dcitr00g01970.1	DC3.0sc00	0.00741358775854064	Low	0.00787138235837053	Low
Dcitr00g01980.1	DC3.0sc00	0.0084067790459779	Low	0.00607700951433833	Low
Dcitr00g01990.1	DC3.0sc00	0.00968069405317774	Low	0.00393530716557974	Low
Dcitr00g02000.1	DC3.0sc00	0	None	0.0833333333333333	Low
Dcitr00g02010.1	DC3.0sc00	0.302585318675337	Medium	0.225085603394427	Low
Dcitr00g02020.1	DC3.0sc00	0.0156798855091075	Low	0.0166160960544307	Low
Dcitr00g02030.1	DC3.0sc00	0.106182795698925	Low	0	None
Dcitr00g02040.1	DC3.0sc00	0.00601711338771246	Low	0.00608965449802669	Low
Dcitr00g02050.1	DC3.0sc00	0.011248682681741	Low	0.0125352906122642	Low
Dcitr00g02060.1	DC3.0sc00	0.0100104251738394	Low	0.0108751866299156	Low
Dcitr00g02070.1	DC3.0sc00	0.00805081862203534	Low	0.00712325029301772	Low
Dcitr00g02090.1	DC3.0sc00	0.00651821876079597	Low	0.00780755925420764	Low
Dcitr00g02100.1	DC3.0sc00	0.166239111800938	Low	0.164452272892624	Low
Dcitr00g02110.1	DC3.0sc00	0.00608834113182936	Low	0.00381895771820377	Low
Dcitr00g02120.1	DC3.0sc00	0.00556616833648284	Low	0.00615008497638785	Low
Dcitr00g02130.1	DC3.0sc00	0.00630443630985849	Low	0.00605079443398327	Low
Dcitr00g02140.1	DC3.0sc00	0.0911853692450304	Low	0.0775164072039071	Low
Dcitr00g02150.1	DC3.0sc00	0.0133132105726071	Low	0.00635263291463097	Low
Dcitr00g02160.1	DC3.0sc00	0.298519201155349	Low	0.280168079004554	Low
Dcitr00g02180.1	DC3.0sc00	0.0218822691400434	Low	0.0202433283073567	Low
Dcitr00g02190.1	DC3.0sc00	0.457589035647868	Medium	0.359908471690081	Medium
Dcitr00g02200.1	DC3.0sc00	0.165343915343915	Low	0.326454746803584	Medium
Dcitr00g02210.1	DC3.0sc00	0.248778998778999	Low	0.324591329068941	Medium
Dcitr00g02230.1	DC3.0sc00	0.00514068664714761	Low	0.00303288551739654	Low
Dcitr00g02240.1	DC3.0sc00	0.0797469736063652	Low	0.0824430124496968	Low
Dcitr00g02260.1	DC3.0sc00	0.00649182557455241	Low	0.00831185020612904	Low
Dcitr00g02270.1	DC3.0sc00	0.0398807498979081	Low	0.0411598387125601	Low
Dcitr00g02280.1	DC3.0sc00	0.00468602589308701	Low	0.00575568272687583	Low
Dcitr00g02290.1	DC3.0sc00	0.057995975589497	Low	0.0758290910974354	Low
Dcitr00g02300.1	DC3.0sc00	0.0138117508578443	Low	0.0140737055017972	Low
Dcitr00g02310.1	DC3.0sc00	0.0100314502883846	Low	0.0128113870023556	Low
Dcitr00g02330.1	DC3.0sc00	0	None	0.00472837022132797	Low
Dcitr00g02340.1	DC3.0sc00	0	None	0.0333333333333334	Low
Dcitr00g02350.1	DC3.0sc00	0.0138381636811275	Low	0.00934924941637356	Low
Dcitr00g02380.1	DC3.0sc00	0.0136552407511664	Low	0.0111745061678064	Low
Dcitr00g02390.1	DC3.0sc00	0.00726953532924499	Low	0.00603904255529549	Low
Dcitr00g02400.1	DC3.0sc00	0.02361214243969	Low	0.0325013681945101	Low
Dcitr00g02410.1	DC3.0sc00	0.00696341879505889	Low	0.00666309907320116	Low
Dcitr00g02420.1	DC3.0sc00	0.00555555555555555	Low	0	None
Dcitr00g02430.1	DC3.0sc00	0.00391329260198846	Low	0.00352855857139609	Low
Dcitr00g02440.1	DC3.0sc00	0.00373009919146453	Low	0.0029940119760479	Low
Dcitr00g02450.1	DC3.0sc00	0	None	0.0045045045045045	Low
Dcitr00g02460.1	DC3.0sc00	0.0096209877673626	Low	0.00206553792963189	Low
Dcitr00g02470.1	DC3.0sc00	0.004479242360161	Low	0.00488612836438923	Low
Dcitr00g02480.1	DC3.0sc00	0.00396825396825397	Low	0.00396825396825397	Low
Dcitr00g02490.1	DC3.0sc00	0.0115311481976016	Low	0.00743742393990264	Low
Dcitr00g02500.1	DC3.0sc00	0.0117654907269365	Low	0.0125992738025015	Low
Dcitr00g02510.1	DC3.0sc00	0.00792989072794957	Low	0.00656329278661298	Low
Dcitr00g02520.1	DC3.0sc00	0.0271882636264648	Low	0.0475114520248058	Low
Dcitr00g02530.1	DC3.0sc00	0	None	0.0109347442680776	Low
Dcitr00g02540.1	DC3.0sc00	0.0218696773511605	Low	0.0212358440884997	Low
Dcitr00g02550.1	DC3.0sc00	0.27470386917374	Low	0.167410308443307	Low
Dcitr00g02560.1	DC3.0sc00	0.0130159580001574	Low	0.0131790313319128	Low
Dcitr00g02570.1	DC3.0sc00	0.454212454212454	Medium	0.762742391642647	High
Dcitr00g02580.1	DC3.0sc00	0	None	0	None
Dcitr00g02590.1	DC3.0sc00	0.0337183446831558	Low	0.0294312633124457	Low
Dcitr00g02600.1	DC3.0sc00	0.0106391376370109	Low	0.00724389949480731	Low
Dcitr00g02610.1	DC3.0sc00	0.00772189370488769	Low	0.00934077339794945	Low
Dcitr00g02620.1	DC3.0sc00	0	None	0	None
Dcitr00g02630.1	DC3.0sc00	0.00281778295425674	Low	0.00624937448431838	Low
Dcitr00g02640.1	DC3.0sc00	0.280073340476999	Low	0.223713314731328	Low
Dcitr00g02650.1	DC3.0sc00	0.00983008270132132	Low	0.0110164974759691	Low
Dcitr00g02660.1	DC3.0sc00	0.00740947279497618	Low	0.00774817596259319	Low
Dcitr00g02670.1	DC3.0sc00	0.0657856143019024	Low	0.0332790899600134	Low
Dcitr00g02680.1	DC3.0sc00	0.0298660093880804	Low	0.0324840607872629	Low
Dcitr00g02690.1	DC3.0sc00	0.0555555555555557	Low	0	None
Dcitr00g02700.1	DC3.0sc00	0.00598723827105502	Low	0.00737426717245336	Low
Dcitr00g02710.1	DC3.0sc00	0.00947840425818179	Low	0.00962601010278599	Low
Dcitr00g02720.1	DC3.0sc00	0.0149935826916025	Low	0.00363392187067978	Low
Dcitr00g02730.1	DC3.0sc00	0.0736185506661783	Low	0.0569568722373333	Low
Dcitr00g02740.1	DC3.0sc00	0.12037037037037	Low	0.110866731834474	Low
Dcitr00g02750.1	DC3.0sc00	0.158230895116932	Low	0.0699440925894991	Low
Dcitr00g02760.1	DC3.0sc00	0.012640916409404	Low	0.0126326718865398	Low
Dcitr00g02770.1	DC3.0sc00	0.0477512734518705	Low	0.0696818570084369	Low
Dcitr00g02780.1	DC3.0sc00	0.046477626477344	Low	0.0696818570084369	Low
Dcitr00g02790.1	DC3.0sc00	0.15876044587131	Low	0.193695877815829	Low
Dcitr00g02800.1	DC3.0sc00	0.103577267275215	Low	0.104427194285184	Low
Dcitr00g02810.1	DC3.0sc00	0.00660420614546541	Low	0.00477841268603752	Low
Dcitr00g02820.1	DC3.0sc00	0	None	0.00122549019607843	Low
Dcitr00g03030.1	DC3.0sc00	0.00687302718664087	Low	0.00620243531202437	Low
Dcitr00g03040.1	DC3.0sc00	0.00745565280580767	Low	0.00750378674389959	Low
Dcitr00g03050.1	DC3.0sc00	0.00362193467842207	Low	0.00470668962573067	Low
Dcitr00g03060.1	DC3.0sc00	0.00539354658089014	Low	0.00546274598127263	Low
Dcitr00g03070.1	DC3.0sc00	0.0104933048201917	Low	0.0061501388329497	Low
Dcitr00g03080.1	DC3.0sc00	0.00813108460167283	Low	0.00293607026143791	Low
Dcitr00g03090.1	DC3.0sc00	0.0052525371377654	Low	0.00631049835205006	Low
Dcitr00g03100.1	DC3.0sc00	0.0197023039498589	Low	0.0149167928482729	Low
Dcitr00g03110.1	DC3.0sc00	0.0946067688033222	Low	0.11746013986023	Low
Dcitr00g03130.1	DC3.0sc00	0.0234644837509834	Low	0.00988181037453221	Low
Dcitr00g03140.1	DC3.0sc00	0.0270460044123895	Low	0.0111088989841417	Low
Dcitr00g03160.1	DC3.0sc00	0.0175459109011829	Low	0.0128493781035209	Low
Dcitr00g03240.1	DC3.0sc00	0.00514481377142241	Low	0.00572431570101155	Low
Dcitr00g03260.1	DC3.0sc00	0.463658910379668	Medium	0.463165791605337	Medium
Dcitr00g03270.1	DC3.0sc00	0.17946698076328	Low	0.166236899839684	Low
Dcitr00g03280.1	DC3.0sc00	0.0915550015709983	Low	0.0891915874220676	Low
Dcitr00g03290.1	DC3.0sc00	0.0129524990264565	Low	0.00427350427350427	Low
Dcitr00g03300.1	DC3.0sc00	0.0602471754575474	Low	0.054544802777111	Low
Dcitr00g03310.1	DC3.0sc00	0.0655724919174562	Low	0.059313536243586	Low
Dcitr00g03320.1	DC3.0sc00	0.00531508528287728	Low	0.00578899504905981	Low
Dcitr00g03330.1	DC3.0sc00	0.00718365707846774	Low	0.00987262865525135	Low
Dcitr00g03340.1	DC3.0sc00	0.0065308372789246	Low	0.0069637636461322	Low
Dcitr00g03350.1	DC3.0sc00	0.00543911579668664	Low	0.00748519379709225	Low
Dcitr00g03360.1	DC3.0sc00	0.0075447371783419	Low	0.0055195594087106	Low
Dcitr00g03370.1	DC3.0sc00	0.00726212531156949	Low	0.00804507686668474	Low
Dcitr00g03380.1	DC3.0sc00	0.00518741633199464	Low	0.00590821171091965	Low
Dcitr00g03390.1	DC3.0sc00	0.83538654328128	High	0.78791101554582	High
Dcitr00g03410.1	DC3.0sc00	0.0128518587443616	Low	0.0151779272987798	Low
Dcitr00g03420.1	DC3.0sc00	0.011569356964737	Low	0.0093198866134579	Low
Dcitr00g03430.1	DC3.0sc00	0.0910022291918933	Low	0.0957125300241949	Low
Dcitr00g03440.1	DC3.0sc00	0.00952812783637025	Low	0.007028571350581	Low
Dcitr00g03450.1	DC3.0sc00	0.0168724351429197	Low	0.0299303522541676	Low
Dcitr00g03460.1	DC3.0sc00	0.00801037375247876	Low	0.00861017206532728	Low
Dcitr00g03470.1	DC3.0sc00	0.00692856538189223	Low	0.00634277774445331	Low
Dcitr00g03480.1	DC3.0sc00	0.0060532108335726	Low	0.00984495766364533	Low
Dcitr00g03540.1	DC3.0sc00	0.00563443997441316	Low	0.00661781903853817	Low
Dcitr00g03550.1	DC3.0sc00	0.00650899484439385	Low	0.0086236205877554	Low
Dcitr00g03560.1	DC3.0sc00	0.0627069281376152	Low	0.0567676134821301	Low
Dcitr00g03580.1	DC3.0sc00	0.457264957264957	Medium	0.208333333333333	Low
Dcitr00g03590.1	DC3.0sc00	0.930555555555555	High	0.979166666666667	High
Dcitr00g03600.1	DC3.0sc00	0.0037202380952381	Low	0.0141893593617925	Low
Dcitr00g03610.1	DC3.0sc00	0.00526315789473684	Low	0	None
Dcitr00g03620.1	DC3.0sc00	0.00714285714285714	Low	0.00965608465608465	Low
Dcitr00g03630.1	DC3.0sc00	0.16763804742664	Low	0.328855549368965	Medium
Dcitr00g03640.1	DC3.0sc00	0	None	0.0833333333333335	Low
Dcitr00g03650.1	DC3.0sc00	0.00222222222222222	Low	0.0087068868666442	Low
Dcitr00g03660.1	DC3.0sc00	0.15595105669155	Low	0.188236902945891	Low
Dcitr00g03670.1	DC3.0sc00	0.142746997551941	Low	0.136874763693723	Low
Dcitr00g03730.1	DC3.0sc00	0.00746054586294904	Low	0.00926168211384826	Low
Dcitr00g03740.1	DC3.0sc00	0.0149680254424974	Low	0.013891842232449	Low
Dcitr00g03750.1	DC3.0sc00	0.0447380413783803	Low	0.0331849431261122	Low
Dcitr00g03760.1	DC3.0sc00	0.00692943774634648	Low	0.00601742991761972	Low
Dcitr00g03770.1	DC3.0sc00	0.0708499035395569	Low	0.0463114587153384	Low
Dcitr00g03820.1	DC3.0sc00	0.00756816485716283	Low	0.00489124938970693	Low
Dcitr00g03830.1	DC3.0sc00	0.00585616210649031	Low	0.00544311140971604	Low
Dcitr00g03840.1	DC3.0sc00	0.013459196476413	Low	0.0112817650427135	Low
Dcitr00g03860.1	DC3.0sc00	0.00564382862125471	Low	0.00735501585419444	Low
Dcitr00g03870.1	DC3.0sc00	0.00674949050711012	Low	0.00740490865885692	Low
Dcitr00g03880.1	DC3.0sc00	0.0160158035074273	Low	0.0188833855798202	Low
Dcitr00g03890.1	DC3.0sc00	0.0755276697857999	Low	0.0680898471807044	Low
Dcitr00g03920.1	DC3.0sc00	0.00897169022037207	Low	0.00980834212731314	Low
Dcitr00g03930.1	DC3.0sc00	0	None	0.0880952380952381	Low
Dcitr00g03950.1	DC3.0sc00	0.00644058460627252	Low	0.00515417736021214	Low
Dcitr00g03960.1	DC3.0sc00	0.00926090142841524	Low	0.011950634326228	Low
Dcitr00g03970.1	DC3.0sc00	0.0163566360183983	Low	0.0227455626702417	Low
Dcitr00g03980.1	DC3.0sc00	0.424983850129199	Medium	0.248776200135226	Low
Dcitr00g03990.1	DC3.0sc00	0.00564816621436773	Low	0.0055928411840386	Low
Dcitr00g04010.1	DC3.0sc00	0.00601709829887934	Low	0.00656828041210413	Low
Dcitr00g04020.1	DC3.0sc00	0.00175438596491228	Low	0.00837706983619895	Low
Dcitr00g04030.1	DC3.0sc00	0.00716525793218379	Low	0.00753602115893013	Low
Dcitr00g04040.1	DC3.0sc00	0.0425687144019705	Low	0.0382014583244783	Low
Dcitr00g04050.1	DC3.0sc00	0.112823579213276	Low	0.101668988876582	Low
Dcitr00g04060.1	DC3.0sc00	0.0145384011924381	Low	0.00807271770117934	Low
Dcitr00g04070.1	DC3.0sc00	0.0314116773326632	Low	0.00514023033339237	Low
Dcitr00g04080.1	DC3.0sc00	0.00626208556828257	Low	0.00768606021823098	Low
Dcitr00g04090.1	DC3.0sc00	0.00443468966005567	Low	0.00721390683294576	Low
Dcitr00g04100.1	DC3.0sc00	0.00550248700932082	Low	0.00564599819033488	Low
Dcitr00g04110.1	DC3.0sc00	0.00605852074278089	Low	0.00527716919190364	Low
Dcitr00g04120.1	DC3.0sc00	0.00631481755577706	Low	0.00529108616819768	Low
Dcitr00g04130.1	DC3.0sc00	0.386838579284083	Medium	0.405800129817382	Medium
Dcitr00g04140.1	DC3.0sc00	0.625925925925926	Medium	0.787998528931023	High
Dcitr00g04150.1	DC3.0sc00	0.0088557816196084	Low	0.00802083637234416	Low
Dcitr00g04160.1	DC3.0sc00	0.0145903647866411	Low	0.0174668617368147	Low
Dcitr00g04170.1	DC3.0sc00	0.00611105889550777	Low	0.00651416844873469	Low
Dcitr00g04180.1	DC3.0sc00	0.00611105889550777	Low	0.00651416844873469	Low
Dcitr00g04190.1	DC3.0sc00	0.875	High	1	High
Dcitr00g04200.1	DC3.0sc00	0.0315296202079169	Low	0.0295987052392005	Low
Dcitr00g04210.1	DC3.0sc00	0.00535209619393068	Low	0.00716675230310819	Low
Dcitr00g04220.1	DC3.0sc00	0.0116719610799298	Low	0.0100503983962967	Low
Dcitr00g04230.1	DC3.0sc00	0.0384011928542083	Low	0.0741173961487233	Low
Dcitr00g04240.1	DC3.0sc00	0.00650391620540875	Low	0.00954800982580363	Low
Dcitr00g04310.1	DC3.0sc00	0.00540479130508882	Low	0.00671765749678207	Low
Dcitr00g04320.1	DC3.0sc00	0.75462068650495	High	0.71186146698938	High
Dcitr00g04330.1	DC3.0sc00	0.0049765739629185	Low	0.00586235940583636	Low
Dcitr00g04340.1	DC3.0sc00	0.150837521072218	Low	0.179194820243966	Low
Dcitr00g04350.1	DC3.0sc00	0.0216662738031315	Low	0.0201169982658378	Low
Dcitr00g04360.1	DC3.0sc00	0.00856009986440618	Low	0.00772313657896112	Low
Dcitr00g04370.1	DC3.0sc00	0.0130355821357914	Low	0.00474104726178204	Low
Dcitr00g04380.1	DC3.0sc00	0.0125657552316134	Low	0.0101276257406764	Low
Dcitr00g04480.1	DC3.0sc00	0.0080911401734813	Low	0.00884765843392196	Low
Dcitr00g04490.1	DC3.0sc00	0.0876257940032408	Low	0.104234410276779	Low
Dcitr00g04500.1	DC3.0sc00	0.00651259584482732	Low	0.011895255433299	Low
Dcitr00g04510.1	DC3.0sc00	0.00676551010568997	Low	0.0094772411531706	Low
Dcitr00g04520.1	DC3.0sc00	0.00707628822651491	Low	0.00921540627856975	Low
Dcitr00g04550.1	DC3.0sc00	0.12736444510793	Low	0.135000322615454	Low
Dcitr00g04560.1	DC3.0sc00	0.607023078910126	Medium	0.574423419905622	Medium
Dcitr00g04570.1	DC3.0sc00	0.0313244438109529	Low	0.0343356106916175	Low
Dcitr00g04580.1	DC3.0sc00	0.03239696329718	Low	0.0439235026050699	Low
Dcitr00g04590.1	DC3.0sc00	0.0259955567213703	Low	0.0240723552727682	Low
Dcitr00g04600.1	DC3.0sc00	0.326557774332247	Medium	0.39825107620936	Medium
Dcitr00g04610.1	DC3.0sc00	0.00592020853967173	Low	0.00510709662167805	Low
Dcitr00g04620.1	DC3.0sc00	0.0685594536145149	Low	0.0745433349655856	Low
Dcitr00g04630.1	DC3.0sc00	0.30880903792115	Medium	0.346161953973264	Medium
Dcitr00g04640.1	DC3.0sc00	0.00120772946859903	Low	0.0108175212308567	Low
Dcitr00g04650.1	DC3.0sc00	0.0110265502563449	Low	0.00892326287370988	Low
Dcitr00g04660.1	DC3.0sc00	0.0124861518409905	Low	0.010832943234607	Low
Dcitr00g04670.1	DC3.0sc00	0.00484862019738023	Low	0.00612227719407735	Low
Dcitr00g04690.1	DC3.0sc00	0.11547619047619	Low	0.506538264602781	Medium
Dcitr00g04700.1	DC3.0sc00	0.00649400356669254	Low	0.00260839351128515	Low
Dcitr00g04740.1	DC3.0sc00	0.0270338889805467	Low	0.013663426156601	Low
Dcitr00g04750.1	DC3.0sc00	0.53633488042084	Medium	0.531151092882659	Medium
Dcitr00g04760.1	DC3.0sc00	0.00620401058776966	Low	0.00705114025870278	Low
Dcitr00g04770.1	DC3.0sc00	0	None	0.00476190476190477	Low
Dcitr00g04780.1	DC3.0sc00	0.117809493750187	Low	0.115767196297995	Low
Dcitr00g04790.1	DC3.0sc00	0.0088844583078694	Low	0.00758491201121154	Low
Dcitr00g04800.1	DC3.0sc00	0	None	0.0555555555555557	Low
Dcitr00g04830.1	DC3.0sc00	0.0548859481008915	Low	0.036057914069402	Low
Dcitr00g04840.1	DC3.0sc00	0.0570975824915105	Low	0.059734757370515	Low
Dcitr00g04860.1	DC3.0sc00	0.00851130879633324	Low	0.00907964487475362	Low
Dcitr00g04940.1	DC3.0sc00	0.00925022915214467	Low	0.0105064132395622	Low
Dcitr00g04950.1	DC3.0sc00	0.85557807289609	High	0.819202711001807	High
Dcitr00g04960.1	DC3.0sc00	0.147778057753799	Low	0.109630365711191	Low
Dcitr00g04980.1	DC3.0sc00	0.00260416666666667	Low	0	None
Dcitr00g04990.1	DC3.0sc00	1	High	0.745378076160344	High
Dcitr00g05000.1	DC3.0sc00	0.0585945573144261	Low	0.0618883187706188	Low
Dcitr00g05010.1	DC3.0sc00	0.0558436754412755	Low	0.0613248338879084	Low
Dcitr00g05020.1	DC3.0sc00	0.0901252811661001	Low	0.0829301217155989	Low
Dcitr00g05030.1	DC3.0sc00	0.0107777777777778	Low	0.00460696314429485	Low
Dcitr00g05040.1	DC3.0sc00	0.00402154672636972	Low	0.00822233033740819	Low
Dcitr00g05050.1	DC3.0sc00	0.0990868482553328	Low	0.129955562508331	Low
Dcitr00g05060.1	DC3.0sc00	0.00613328928323187	Low	0.00561037300464586	Low
Dcitr00g05070.1	DC3.0sc00	0.00567768526888338	Low	0.00543622490746183	Low
Dcitr00g05080.1	DC3.0sc00	0.00333333333333333	Low	0.011875	Low
Dcitr00g05090.1	DC3.0sc00	0.127915175654151	Low	0.113544587894538	Low
Dcitr00g05100.1	DC3.0sc00	0.17152813472123	Low	0.149332073447663	Low
Dcitr00g05110.1	DC3.0sc00	0.00173611111111112	Low	0.00481396728536317	Low
Dcitr00g05120.1	DC3.0sc00	0.758333333333333	High	0.823888888888889	High
Dcitr00g05130.1	DC3.0sc00	0.958333333333333	High	0.944444444444444	High
Dcitr00g05140.1	DC3.0sc00	0.166666666666667	Low	0.0305555555555556	Low
Dcitr00g05150.1	DC3.0sc00	0.0347331978985713	Low	0.0401231096521532	Low
Dcitr00g05160.1	DC3.0sc00	0.00404203519272447	Low	0.00447769172858595	Low
Dcitr00g05170.1	DC3.0sc00	0	None	0	None
Dcitr00g05180.1	DC3.0sc00	0.00650435626096983	Low	0.00657911771458165	Low
Dcitr00g05190.1	DC3.0sc00	0.126165386352449	Low	0.0978566297050451	Low
Dcitr00g05200.1	DC3.0sc00	0	None	0	None
Dcitr00g05210.1	DC3.0sc00	0.0104166666666667	Low	0	None
Dcitr00g05290.1	DC3.0sc00	0.03657148853278	Low	0.0249559082892416	Low
Dcitr00g05300.1	DC3.0sc00	0.00529749279171723	Low	0.00703705636153207	Low
